latitude,longitude,count
45.4612534,-74.0905549,1
45.4641943,9.1896346,2
45.5182897,12.678286,1
46.22479115,6.112793858287377,2
47.2186371,-1.5541362,1
47.3900474,0.6889268,1
47.8405079,67.6139258,1
47.9027336,1.9086066,1
48.3690341,10.8979522,1
48.6796927,5.8434058,1
48.7081906,44.5153353,1
48.7323472,6.236384,1
48.8432366,12.972922,1
48.8534951,2.3483915,19
48.8565161,8.2191744,1
48.87377665,2.299282519387282,1
48.8823012,2.3213298,2
49.12119115,-56.64032459262498,2
49.1589278,5.3867277,1
49.2608724,-123.113952,1
49.3780921,2.4141907,1
49.6852175,11.908791622314697,1
49.8828344,-97.1285858,1
50.0639135,14.4413073,1
50.780805,-0.678208,2
51.115320749999995,71.46636599643543,1
51.166239,71.4311053,1
51.2486531,-1.89348305766598,1
51.3406321,12.3747329,1
51.38267,-1.1518107,1
51.3948374,-0.5519609464752796,1
51.4837886,-0.6040418665032687,1
51.4893335,-0.1440550845276872,17
51.4993886,-0.1244809742087879,4
51.499399,-0.1273910483333311,1
51.500251950000006,-0.1564690329157176,1
51.5030015,-0.1139812,1
51.51746915,-0.1743178530004681,1
51.7520131,-1.2578499,1
51.84656135,-0.5394670569626316,1
51.8666527,12.646761,1
52.2230983,21.02957465952579,1
52.47532,13.3237587,1
52.4760892,-71.8258668,1
52.5170365,13.3888599,2
52.5310214,-1.2649062,2
52.7284091,-1.7291593,1
53.2607825,-113.5511681,1
53.4071991,-2.99168,1
54.3482243,10.117805527229162,4
54.5859836,-6.9591554,1
54.85576545,9.366532242641568,2
54.8636522,-1.4898488,1
54.9931068,73.3614679,1
54.9978678,-7.3213056,1
55.001251,-125.002441,1
55.6433478,12.0819247,1
55.6867243,12.5700724,1
55.718493800000005,37.51628476520155,1
55.7431194,37.56541641043117,1
55.7505412,37.6174782,6
55.75663155,37.58919992106632,1
55.8619944,-3.1697663,1
56.2830186,-3.7524682,1
56.6573112,84.95109170242839,1
56.7291997,-111.3885221,1
56.7861112,-4.1140518,2
59.9133301,10.7389701,1
59.9606739,30.1586551,2
59.990845,29.774652,1
63.000147,-136.002502,1
64.4459613,-149.680909,1
67.6923521,26.729968325939534,1
